,ratings,Bold,Tannic,Sweet,Alcohol content,contain_eggs,contain_milk,Type_dessert,Type_fortified,Type_red,Type_rose,Type_sparkling,Type_white
335,4.2,53.6385,54.0267,7.13066,14,0,0,0,0,1,0,0,0
336,4.2,43.5652,22.3882,9.40507,14.2,0,0,0,0,1,0,0,0
337,4.2,46.2004,14.6723,1.9986,13.5,0,0,0,0,1,0,0,0
338,4.2,64.3843,27.1879,18.5235,13.5890593,0,0,0,0,1,0,0,0
339,4.2,85,54.7709,9.31602,15.1,0,0,0,0,1,0,0,0
340,4.2,85,29.5656,32.9096,13.5890593,0,0,0,0,1,0,0,0
341,4.2,40.2349,17.8094,8.19226,14.5,0,0,0,0,1,0,0,0
342,4.2,29.9782,35.1784,1.37621,13.5890593,0,0,0,0,1,0,0,0
343,4.5,67.4333,82.8333,79.9333,13.5890593,0,0,0,0,0,0,1,0
344,4.4,63.6818,49.6591,66.7841,13.5890593,0,0,0,0,0,0,1,0
345,4.3,29.8641,32.0423,48.83179461,5.5,0,0,0,0,0,0,1,0
346,4.3,29.7265,32.794,48.83179461,5,0,0,0,0,0,0,1,0
347,4.3,29.7265,32.794,48.83179461,5,0,0,0,0,0,0,1,0
348,4.3,21.5187,65.7139,69.2861,11.5,0,0,0,0,0,0,1,0
349,4.3,47.5287,79.1844,85,13.5890593,0,0,0,0,0,0,1,0
350,4.3,30.9726,33.43,48.83179461,5.5,0,0,0,0,0,0,1,0
351,4.2,62.7755,53.0653,65.7413,12.2,0,0,0,0,0,0,1,0
352,4.2,65.2762,79.6888,79.8454,12,0,0,0,0,0,0,1,0
353,4.2,30.4039,34.4691,48.83179461,5,0,0,0,0,0,0,1,0
354,4.2,68.2418,82.1091,85,12,0,0,0,0,0,0,1,0
355,4.2,62.7755,53.0653,65.7413,12,0,0,0,0,0,0,1,0
356,4.2,63.0616,52.3945,65.6749,12.8,0,0,0,0,0,0,1,0
357,4.2,30.1413,34.3466,48.83179461,13.5890593,0,0,0,0,0,0,1,0
358,4.2,52.6216,59.0973,65.1787,13.5890593,0,0,0,0,0,0,1,0
359,4.2,31.0482,33.1677,48.83179461,13.5890593,0,0,0,0,0,0,1,0
360,4.2,32.6058,35.1628,48.83179461,5,0,0,0,0,0,0,1,0
361,4.2,61.8759,51.8923,65.8923,12.6,0,0,0,0,0,0,1,0
362,4.2,30.0434,32.5818,48.83179461,13.5890593,0,0,0,0,0,0,1,0
363,4.1,30.059,31.4639,48.83179461,5.5,0,0,0,0,0,0,1,0
364,4.1,48.2952,59.4258,65.0938,12.5,0,0,0,0,0,0,1,0
365,4.1,61.4109,52.4862,66.2822,12.5,0,0,0,0,0,0,1,0
366,4.1,40.6945,46.6545,64.7877,7,0,0,0,0,0,0,1,0
367,4.1,50.663,56.5386,65.6184,12,0,0,0,0,0,0,1,0
368,4.1,65.3992,52.4425,67.0332,13,0,0,0,0,0,0,1,0
369,4.1,30.6362,36.7638,48.83179461,5,0,0,0,0,0,0,1,0
370,4.1,30.9097,34.336,48.83179461,6,0,0,0,0,0,0,1,0
371,4.1,54.0722,53.2899,64.7363,6,0,0,0,0,0,0,1,0
372,4.1,60.347,50.1875,65.1755,12.5,0,0,0,0,0,0,1,0
373,4.1,43.5068,54.6667,59.0402,11,0,0,0,0,0,0,1,0
374,4.1,52.7031,61.2684,61.5143,13.5890593,0,0,0,0,0,0,1,0
375,4.1,48.1462,51.9276,60.8825,12.5,0,0,0,0,0,0,1,0
376,4.1,50.7462,56.0305,65.5563,12,0,0,0,0,0,0,1,0
377,4.1,63.6322,51.6189,66.1284,13.5890593,0,0,0,0,0,0,1,0
378,4.1,63.0616,52.3945,65.6749,13.5890593,0,0,0,0,0,0,1,0
379,4.1,47.0595,57.5077,65.2203,12,0,0,0,0,0,0,1,0
380,4.1,50.7807,57.4427,66.3897,13.5890593,0,0,0,0,0,0,1,0
381,4.1,78.2218,85,85,13.5890593,0,0,0,0,0,0,1,0
382,4.1,48.2772,59.0337,64.8109,12,0,0,0,0,0,0,1,0
383,4.1,51.7892,58.4217,66.9933,13.5890593,0,0,0,0,0,0,1,0
384,4.1,41.3959,59.5949,65.0756,13.5890593,0,0,0,0,0,0,1,0
385,4.1,67.6144,49.3517,67.0424,13.5890593,0,0,0,0,0,0,1,0
386,4.1,30.5717,35.7645,48.83179461,5,0,0,0,0,0,0,1,0
387,4.1,29.3043,66.3623,60.4674,13.5890593,0,0,0,0,0,0,1,0
388,4.1,63.0616,52.3945,65.6749,13.5890593,0,0,0,0,0,0,1,0
389,4,23.4122,54.9582,60.1998,11.5,1,1,0,0,0,0,1,0
390,4,49.9378,56.4736,66.931,12,1,1,0,0,0,0,1,0
391,4,61.4562,72.7838,73.0649,12,0,0,0,0,0,0,1,0
392,4,64.3138,50.6971,68.3975,12.8,0,0,0,0,0,0,1,0
393,4,60.0719,74.1341,74.6721,12,0,0,0,0,0,0,1,0
394,4,41.7589,56.9369,60.3919,12,0,0,0,0,0,0,1,0
395,4,61.8626,76.1907,77.1789,13.5890593,0,0,0,0,0,0,1,0
396,4,55.3287,58.9459,64.8092,12.5,0,0,0,0,0,0,1,0
397,4,62.4038,52.1722,65.9741,12.5,0,0,0,0,0,0,1,0
398,4,63.6359,49.1558,63.3076,12.5,0,0,0,0,0,0,1,0
399,4,57.0651,48.3608,60.666,12.5,0,0,0,0,0,0,1,0
400,4,64.9805,80.0992,75.753,12,0,0,0,0,0,0,1,0
401,4,60.3635,78.1105,77.3458,13.5890593,0,0,0,0,0,0,1,0
402,4,17.5,67.4654,67.0403,11,0,0,0,0,0,0,1,0
403,4,52.1974,58.0362,66.3322,12,0,0,0,0,0,0,1,0
404,4,47.65,59.62,63.3,13,0,0,0,0,0,0,1,0
405,4,52.7844,49.1114,55.3436,12.2,0,0,0,0,0,0,1,0
406,4,31.8056,57.6142,72.0154,11,0,0,0,0,0,0,1,0
407,4,42.5738,55.2098,68.5219,13.5890593,0,0,0,0,0,0,1,0
408,4,18.6285,60.6769,62.7544,11,0,0,0,0,0,0,1,0
409,4,23.7165,60.1953,64.2625,11,0,0,0,0,0,0,1,0
410,4,55,59.2912,67.5,13.5890593,0,0,0,0,0,0,1,0
411,4,20.235,64.6049,62.6907,11.5,0,0,0,0,0,0,1,0
412,4,41.3959,59.5949,65.0756,11.5,0,0,0,0,0,0,1,0
413,4,41.3114,56.777,65.3114,12,0,0,0,0,0,0,1,0
414,4,24.0742,60.0916,63.6987,11,0,0,0,0,0,0,1,0
415,4,20.6054,60.535,62.7217,12,0,0,0,0,0,0,1,0
416,4,53.1905,53.4167,65.2381,13.5890593,0,0,0,0,0,0,1,0
417,4,55.1762,56.2992,67.7746,13.5890593,0,0,0,0,0,0,1,0
418,4,53.1917,60.3167,64.0367,12,0,0,0,0,0,0,1,0
419,4,24.5791,55.7824,58.9706,11,0,0,0,0,0,0,1,0
420,4,17.5,66.1349,68.6945,13.5890593,0,0,0,0,0,0,1,0
421,4,22.0062,64.3122,69.2064,11.5,0,0,0,0,0,0,1,0
422,4,55,46.465,67.5,12,0,0,0,0,0,0,1,0
423,4,42.0368,60.2704,61.0635,13.5890593,0,0,0,0,0,0,1,0
424,4,16.9318,67.7955,65.7955,11.5,0,0,0,0,0,0,1,0
425,4,48.4568,58.8501,61.7528,12,0,0,0,0,0,0,1,0
426,4,64.0902,50.5593,65.7376,13.5890593,0,0,0,0,0,0,1,0
427,3.9,59.939,72.4368,74.4035,12.5,0,0,0,0,0,0,1,0
428,3.9,64.0824,77.1239,76.5188,12,1,1,0,0,0,0,1,0
429,3.9,58.9664,72.7728,74.0174,12,0,0,0,0,0,0,1,0
430,3.9,61.0557,72.378,73.1428,12,0,0,0,0,0,0,1,0
431,3.9,61.2865,52.193,65.0146,12.5,1,0,0,0,0,0,1,0
432,3.9,61.2036,46.4633,63.814,12.5,0,0,0,0,0,0,1,0
433,3.9,22.505,59.5698,60.3512,13.5890593,0,0,0,0,0,0,1,0
434,3.9,51.0379,56.9766,66.853,12,0,0,0,0,0,0,1,0
435,3.9,66.8221,78.6248,81.0458,12,0,0,0,0,0,0,1,0
436,3.9,51.2306,57.2567,63.4057,12.5,0,0,0,0,0,0,1,0
437,3.9,67.2439,44.1529,66.301,11,0,0,0,0,0,0,1,0
438,3.9,40.279,44.4721,64.3906,7,0,0,0,0,0,0,1,0
439,3.9,51.2916,60.089,67.2264,12,0,0,0,0,0,0,1,0
440,3.9,49.8491,62.1655,66.0618,12,0,0,0,0,0,0,1,0
441,3.9,66.0313,75.467,76.207,12.5,1,1,0,0,0,0,1,0
442,3.9,42.4519,52.0899,62.5332,12,0,0,0,0,0,0,1,0
443,3.9,22.5382,59.1227,63.671,13.5890593,0,0,0,0,0,0,1,0
444,3.9,48.4516,53.7797,62.4885,12,0,0,0,0,0,0,1,0
445,3.9,51.0701,53.3112,62.3291,12.5,0,0,0,0,0,0,1,0
446,3.9,19.2315,69.1862,68.404,12,0,0,0,0,0,0,1,0
447,3.9,64.5737,50.9686,67.2749,12.5,0,0,0,0,0,0,1,0
448,3.9,17.463,68.1723,67.6049,13.5890593,0,0,0,0,0,0,1,0
449,3.9,16.8057,66.1456,66.6077,11,0,0,0,0,0,0,1,0
450,3.9,19.1273,62.8914,66.1051,11,0,0,0,0,0,0,1,0
451,3.9,21.5814,58.1971,63.8108,11,0,0,0,0,0,0,1,0
452,3.9,65.9608,50.1831,68.1667,12,0,0,0,0,0,0,1,0
453,3.9,57.4421,53.0368,65.3447,12,0,0,0,0,0,0,1,0
454,3.9,38.1674,48.9011,57.1817,11.5,0,0,0,0,0,0,1,0
455,3.9,19.8775,65.1226,63.2206,13.5890593,0,0,0,0,0,0,1,0
456,3.9,60.882,82.336,68.3,13.5890593,0,0,0,0,0,0,1,0
457,3.9,23.1445,55.2285,66.8451,11,1,0,0,0,0,0,1,0
458,3.9,20.7756,62.5441,59.9614,13.5890593,0,0,0,0,0,0,1,0
459,3.9,20.1387,68.4118,67.084,13.5890593,0,0,0,0,0,0,1,0
460,3.9,16.2912,64.6547,67.8454,13.5890593,0,0,0,0,0,0,1,0
461,3.9,51.2875,59.6875,65.8875,13.5890593,0,0,0,0,0,0,1,0
462,3.9,24.5784,58.7712,57.907,11.5,0,0,0,0,0,0,1,0
463,3.9,39.3464,54.0367,66.1636,11.5,0,0,0,0,0,0,1,0
464,3.9,16.75,70.6875,63.75,11,0,0,0,0,0,0,1,0
465,3.9,59.2024,48.7738,61.6309,12.5,0,0,0,0,0,0,1,0
466,3.9,64.1358,53.7201,68.5426,11,0,0,0,0,0,0,1,0
467,3.9,53.7591,57.3874,63.5639,13.5890593,0,0,0,0,0,0,1,0
468,3.9,22.0306,60.5153,71.4643,13.5890593,0,0,0,0,0,0,1,0
469,3.9,60.7998,57.585,69.3106,13.5890593,0,0,0,0,0,0,1,0
470,3.9,28.3314,35.1061,48.83179461,5,0,0,0,0,0,0,1,0
471,3.9,67.5,42.5,67.5,12,0,0,0,0,0,0,1,0
472,3.8,18.4058,66.815,66.1931,11,0,0,0,0,0,0,1,0
473,3.8,7.63488,20.6069,30.9873,7.5,0,0,0,0,0,0,1,0
474,3.8,58.1996,73.4987,74.2269,12,0,0,0,0,0,0,1,0
475,3.8,47.53,55.2303,63.4747,12,0,0,0,0,0,0,1,0
476,3.8,21.4846,63.2664,64.7606,11,0,0,0,0,0,0,1,0
477,3.8,62.1121,50.0346,63.2167,12.5,0,0,0,0,0,0,1,0
478,3.8,62.4254,74.639,75.729,12.5,0,0,0,0,0,0,1,0
479,3.8,63.5302,73.2852,74.7825,12,0,0,0,0,0,0,1,0
480,3.8,48.7928,55.9932,64.0239,12,0,0,0,0,0,0,1,0
481,3.8,4.98336,21.1563,30.1524,7.5,0,0,0,0,0,0,1,0
482,3.8,41.1924,43.6378,65.9798,7,0,0,0,0,0,0,1,0
483,3.8,21.7155,62.2926,64.2764,11,0,0,0,0,0,0,1,0
484,3.8,52.6674,58.5079,65.4586,12.5,0,0,0,0,0,0,1,0
485,3.8,41.4857,57.4964,65.0869,12,0,0,0,0,0,0,1,0
486,3.8,49.5979,56.9644,61.8523,12,0,0,0,0,0,0,1,0
487,3.8,38.6831,57.5763,63.9216,12,1,1,0,0,0,0,1,0
488,3.8,62.9513,42.6637,66.1274,12.5,0,0,0,0,0,0,1,0
489,3.8,20.0744,63.9661,62.2091,11,0,0,0,0,0,0,1,0
490,3.8,21.442,62.8189,66.2681,11,0,0,0,0,0,0,1,0
491,3.8,65.0419,52.8607,67.2834,12.2,0,0,0,0,0,0,1,0
492,3.8,51.7634,60.0793,64.5761,12,1,1,0,0,0,0,1,0
493,3.8,61.2522,67.126,69.1906,13.5890593,0,0,0,0,0,0,1,0
494,3.8,60.4297,70.7006,74.476,12,0,0,0,0,0,0,1,0
495,3.8,19.7281,62.6637,54.6714,11,1,1,0,0,0,0,1,0
496,3.8,36.8235,47.9208,63.9834,12,0,0,0,0,0,0,1,0
497,3.8,21.2699,61.6698,64.9082,11,0,0,0,0,0,0,1,0
498,3.8,49.7638,57.817,63.0505,12,0,0,0,0,0,0,1,0
499,3.8,49.2332,55.6181,64.3828,12.5,0,0,0,0,0,0,1,0
500,3.8,21.6582,59.5335,59.8744,11.5,0,0,0,0,0,0,1,0
501,3.8,21.2846,67.511,67.8177,11.5,0,0,0,0,0,0,1,0
502,3.8,48.6855,60.8468,61.8871,12,0,0,0,0,0,0,1,0
503,3.8,39.9669,55.9377,67.3314,11.5,0,0,0,0,0,0,1,0
504,3.8,17.2525,66.193,62.8858,11,0,0,0,0,0,0,1,0
505,3.8,62.5794,49.9524,64.4154,12.8,0,0,0,0,0,0,1,0
506,3.8,20.1087,64.5188,66.661,11.5,0,0,0,0,0,0,1,0
507,3.8,49.9669,61.4711,67.2603,12,0,0,0,0,0,0,1,0
508,3.8,45.434,56.6711,57.2908,13.5890593,0,0,0,0,0,0,1,0
509,3.8,17.8074,64.4916,65.363,11,0,0,0,0,0,0,1,0
510,3.8,21.6932,64.3739,62.836,11,0,0,0,0,0,0,1,0
511,3.8,12.619,59.6726,62.9167,11.5,0,0,0,0,0,0,1,0
512,3.8,52.8509,56.1939,65.8285,12,0,0,0,0,0,0,1,0
513,3.8,8.08654,19.3519,32.675,7,0,0,0,0,0,0,1,0
514,3.8,19.0193,62.1907,65.4014,11,0,0,0,0,0,0,1,0
515,3.8,67.0875,75.2833,75.2833,12,0,0,0,0,0,0,1,0
516,3.8,50.0183,77.2564,61.1969,12,0,0,0,0,0,0,1,0
517,3.8,53.2316,43.25,68.9233,12,0,0,0,0,0,0,1,0
518,3.8,46.6935,56.8947,68.4456,12.5,0,0,0,0,0,0,1,0
519,3.8,52.4988,58.3514,67.3007,12.5,0,0,0,0,0,0,1,0
520,3.8,17.3048,65.3083,67.3048,11,0,0,0,0,0,0,1,0
521,3.8,17.8497,57.8836,62.9755,11,0,0,0,0,0,0,1,0
522,3.8,65.8409,84.0716,79.7821,13.5890593,0,0,0,0,0,0,1,0
523,3.8,46.5125,57.925,64.0125,12.5,0,0,0,0,0,0,1,0
524,3.8,27.8213,65.2272,66.5975,11,0,0,0,0,0,0,1,0
525,3.8,40.9844,56.4862,60.4108,12,0,0,0,0,0,0,1,0
526,3.8,50.1912,56.3033,61.4663,12.5,0,0,0,0,0,0,1,0
527,3.8,55.0106,53.632,69.4084,12,0,0,0,0,0,0,1,0
528,3.8,40.0027,55.4685,66.4826,11.5,0,0,0,0,0,0,1,0
529,3.8,40.3889,57.401,65.0291,10,0,0,0,0,0,0,1,0
530,3.8,44.3777,62.0413,66.7959,11.5,0,0,0,0,0,0,1,0
531,3.8,16.8188,67.0729,71.1333,11.5,0,0,0,0,0,0,1,0
532,3.8,29.5858,34.542,48.83179461,5,0,0,0,0,0,0,1,0
533,3.8,39.4868,57.6175,63.7119,12,0,0,0,0,0,0,1,0
534,3.8,67.5,42.5,67.5,12.5,0,0,0,0,0,0,1,0
535,3.8,71.5833,84.7658,85,13.5890593,0,0,0,0,0,0,1,0
536,3.8,55.5893,56.0312,67.7946,13.5890593,0,0,0,0,0,0,1,0
537,3.8,51.1667,59.5,67.5,13.5890593,0,0,0,0,0,0,1,0
538,3.9,44.9974,58.9653,65.3722,13.5890593,0,0,0,0,0,0,1,0
539,3.8,67.5,41.4286,67.5,12.5,0,0,0,0,0,0,1,0
540,3.8,19.8762,65.3823,63.4759,11.5,0,0,0,0,0,0,1,0
541,3.8,20.4599,62.445,67.1561,11,0,0,0,0,0,0,1,0
542,3.8,67.5,43.3929,67.5,12,0,0,0,0,0,0,1,0
543,3.8,18.0474,62.9679,63.0674,13.5890593,0,0,0,0,0,0,1,0
544,3.7,21.209,58.9863,62.2079,11,0,0,0,0,0,0,1,0
545,3.7,20.0152,64.7272,64.7667,11,0,0,0,0,0,0,1,0
546,3.7,20.2649,61.4297,62.9704,11,0,0,0,0,0,0,1,0
547,3.7,20.0025,59.2088,61.9187,11,0,0,0,0,0,0,1,0
548,3.7,55.9671,64.4742,68.4292,11,0,0,0,0,0,0,1,0
549,3.7,33.603,50.0617,57.6234,11.5,0,0,0,0,0,0,1,0
550,3.7,39.9287,56.4746,65.0794,11.5,0,0,0,0,0,0,1,0
551,3.7,59.3798,47.6674,65.0393,12.5,0,0,0,0,0,0,1,0
552,3.7,58.9464,50.6163,65.3616,12.5,0,0,0,0,0,0,1,0
553,3.7,51.1772,55.0682,65.1305,12,0,0,0,0,0,0,1,0
554,3.7,47.8325,55.3303,62.707,12,0,0,0,0,0,0,1,0
555,3.7,20.1656,65.2122,62.5305,11,0,0,0,0,0,0,1,0
556,3.7,64.5327,49.3923,65.6395,12.5,0,0,0,0,0,0,1,0
557,3.7,61.8858,46.4056,62.8622,12.5,1,1,0,0,0,0,1,0
558,3.7,17.1929,66.0931,64.129,11,0,0,0,0,0,0,1,0
559,3.7,20.6054,60.1603,63.7634,11.5,0,0,0,0,0,0,1,0
560,3.7,18.248,64.7666,65.3569,11,0,0,0,0,0,0,1,0
561,3.7,62.2684,49.2895,66.522,12,0,0,0,0,0,0,1,0
562,3.7,18.1928,61.0447,63.1542,11,0,0,0,0,0,0,1,0
563,3.7,50.543,56.4209,65.9781,12.5,0,0,0,0,0,0,1,0
564,3.7,51.0971,56.0906,63.4848,12,0,0,0,0,0,0,1,0
565,3.7,41.3213,56.3764,64.5514,11.5,0,0,0,0,0,0,1,0
566,3.7,51.5551,56.2602,62.7907,12,0,0,0,0,0,0,1,0
567,3.7,18.8168,62.7566,65.8953,13.5890593,0,0,0,0,0,0,1,0
568,3.7,41.7484,46.3388,67.1187,13.5890593,0,0,0,0,0,0,1,0
569,3.7,18.3659,66.0093,63.9585,11,0,0,0,0,0,0,1,0
570,3.7,42.0368,58.2473,64.8597,11.5,0,0,0,0,0,0,1,0
571,3.7,16.9948,65.3747,67.4292,11.5,0,0,0,0,0,0,1,0
572,3.7,16.4388,66.8943,64.2128,11.2,0,0,0,0,0,0,1,0
573,4.4,30.7455,41.56083119,64.1268,12,0,0,0,0,0,1,0,0
574,4.3,29.8151,41.56083119,64.9001,13.5,0,0,0,0,0,1,0,0
575,4.3,29.3446,11.3869,67.2961,13.5890593,0,0,0,0,0,1,0,0
576,4.3,40.7564,2.31197,51.1197,14.5,0,0,0,0,0,1,0,0
577,4.2,29.7219,0.003435,66.1931,13.5,0,0,0,0,0,1,0,0
578,4.2,32.7322,2.23995,64.7202,14,0,0,0,0,0,1,0,0
579,4.2,32.7322,2.23995,64.7202,14,0,0,0,0,0,1,0,0
580,4.2,30.3698,41.56083119,65.4642,13,0,0,0,0,0,1,0,0
581,4.2,27.5819,2.59615,62.1628,13,0,0,0,0,0,1,0,0
582,4.2,32.7322,2.23995,64.7202,13.5,0,0,0,0,0,1,0,0
583,4.2,33.9638,3.64418,64.2211,13,0,0,0,0,0,1,0,0
584,4.1,29.7023,0.754175,66.3642,13,0,0,0,0,0,1,0,0
585,4.1,29.9031,0.365635,66.5426,13,1,1,0,0,0,1,0,0
586,4.1,27.5117,0.147047,64.5255,13,0,0,0,0,0,1,0,0
587,4.1,28.9911,1.03505,64.9428,13,0,0,0,0,0,1,0,0
588,4.1,42.3428,8.67077,54.9003,13,0,0,0,0,0,1,0,0
589,4.1,27.5696,6.24746,62.3238,12.5,0,0,0,0,0,1,0,0
590,4.1,31.0009,5.4531,65.3462,12.5,0,0,0,0,0,1,0,0
591,4.1,30.3099,41.56083119,65.1858,13,0,0,0,0,0,1,0,0
592,4.1,31.0009,5.4531,65.3462,12.5,0,0,0,0,0,1,0,0
593,4.1,28.1125,1.5229,62.7415,12.5,0,0,0,0,0,1,0,0
594,4.1,29.9031,0.365635,66.5426,13,1,1,0,0,0,1,0,0
595,4.1,32.8854,41.56083119,69.2181,13.5890593,0,0,0,0,0,1,0,0
596,4.1,30.4309,41.56083119,67.2671,13.5890593,0,0,0,0,0,1,0,0
597,4.1,30.0947,41.56083119,67.8735,13.5890593,0,0,0,0,0,1,0,0
598,4.1,30.1108,0.382365,67.1286,13.5890593,0,0,0,0,0,1,0,0
599,4.1,28.9879,0.553295,65.9214,12.5,0,0,0,0,0,1,0,0
600,4.1,32.9526,0.277963,65.7921,13,0,0,0,0,0,1,0,0
601,4.1,36.2554,41.56083119,65.7989,13.5,0,0,0,0,0,1,0,0
602,4,29.1062,41.56083119,66.1968,10,0,0,0,0,0,1,0,0
603,4,29.1062,41.56083119,66.1968,13,1,1,0,0,0,1,0,0
604,4,40.5518,1.54402,57.2739,14.2,0,0,0,0,0,1,0,0
605,4,29.2106,1.60935,66.9521,12.5,0,0,0,0,0,1,0,0
606,4,38.7982,41.56083119,57.7064,13,0,0,0,0,0,1,0,0
607,4,29.851,41.56083119,69.2778,12.5,0,0,0,0,0,1,0,0
608,4,29.9165,0.724583,68.108,12.5,0,0,0,0,0,1,0,0
609,4,28.1156,41.56083119,66.9409,13,0,0,0,0,0,1,0,0
610,4,28.8834,1.26902,65.2,12.5,0,0,0,0,0,1,0,0
611,4,31.6844,1.91496,66.8045,13.5,0,0,0,0,0,1,0,0
612,4,28.337,3.26102,64.4396,12.5,0,0,0,0,0,1,0,0
613,4,36.7048,3.3,68.5982,13.5,1,1,0,0,0,1,0,0
614,4,55.6666,14.2751,49.2771,14.2,0,0,0,0,0,1,0,0
615,4,28.2666,41.56083119,62.311,13,0,0,0,0,0,1,0,0
616,4,42.4922,0.31961,58.5396,13.5890593,0,0,0,0,0,1,0,0
617,4,33.0368,0.63654,66.4942,12.5,0,0,0,0,0,1,0,0
618,4,32.749,41.56083119,65.4064,12.5,0,0,0,0,0,1,0,0
619,4,52.5987,12.9372,47.0343,13,0,0,0,0,0,1,0,0
620,4,28.6091,41.56083119,68.0768,13.5890593,0,0,0,0,0,1,0,0
621,4,40.0775,41.56083119,59.1024,13.5890593,0,0,0,0,0,1,0,0
622,4,32.6661,2.58327,67.2647,13,0,0,0,0,0,1,0,0
623,4,29.9688,6.16385,66.2635,13,0,0,0,0,0,1,0,0
624,3.9,29.6742,0.561885,65.74,13,0,0,0,0,0,1,0,0
625,3.9,38.7241,0.138815,57.3782,12.5,0,0,0,0,0,1,0,0
626,3.9,41.1413,1.44776,57.6218,13,0,0,0,0,0,1,0,0
627,3.9,30.5888,1.69307,63.6617,13,0,0,0,0,0,1,0,0
628,3.9,30.2236,0.738763,67.114,12.7,0,0,0,0,0,1,0,0
629,3.9,42.7571,0.241835,53.3837,14.5,0,0,0,0,0,1,0,0
630,3.9,28.9057,0.670095,66.2303,13.5,0,0,0,0,0,1,0,0
631,3.9,29.0221,41.56083119,62.5531,12.5,0,0,0,0,0,1,0,0
632,3.9,29.5452,41.56083119,66.3672,13,0,0,0,0,0,1,0,0
633,3.9,28.2673,41.56083119,67.7033,13,0,0,0,0,0,1,0,0
634,3.9,28.4807,41.56083119,64.8286,13,0,0,0,0,0,1,0,0
635,3.9,29.3345,41.56083119,67.3739,13.5890593,0,0,0,0,0,1,0,0
636,3.9,34.9069,5.15029,61.767,11.5,1,1,0,0,0,1,0,0
637,3.9,39.5621,41.56083119,61.2729,13,0,0,0,0,0,1,0,0
638,3.9,56.4764,14.4736,50.5972,14.5,0,0,0,0,0,1,0,0
639,3.9,34.1411,11.3389,64.9468,13.5890593,0,0,0,0,0,1,0,0
640,3.9,56.7995,15.351,49.6563,14,0,0,0,0,0,1,0,0
641,3.9,31.8019,41.56083119,66.1887,12.5,0,0,0,0,0,1,0,0
642,3.9,30.97,4.12425,64.4283,12.5,0,0,0,0,0,1,0,0
643,3.9,30.3422,41.56083119,68.463,13,0,0,0,0,0,1,0,0
644,3.9,36.2889,4.49093,66.9489,13.5890593,0,0,0,0,0,1,0,0
645,3.8,53.8599,11.2365,50.0138,13.5,0,0,0,0,0,1,0,0
646,3.8,29.1342,1.2683,65.7247,13,0,0,0,0,0,1,0,0
647,3.8,30.2151,2.23562,65.5531,12.5,0,0,0,0,0,1,0,0
648,3.8,29.4421,3.5936,66.5452,13.5890593,0,0,0,0,0,1,0,0
649,3.8,28.9803,41.56083119,66.7614,13,0,0,0,0,0,1,0,0
650,3.8,55.897,14.9568,49.0853,13.5,0,0,0,0,0,1,0,0
651,3.8,38.4705,41.56083119,56.466,13,0,0,0,0,0,1,0,0
652,3.8,55.0131,16.8144,47.963,14,0,0,0,0,0,1,0,0
653,3.8,36.7047,0.593298,64.7921,13.5,0,0,0,0,0,1,0,0
654,3.8,52.546,11.8565,48.2705,13.5,0,0,0,0,0,1,0,0
655,3.8,29.4421,3.5936,66.5452,13.5890593,0,0,0,0,0,1,0,0
656,3.8,28.7506,41.56083119,66.7845,12.5,0,0,0,0,0,1,0,0
657,3.8,34.231,41.56083119,64.7715,13.5890593,0,0,0,0,0,1,0,0
658,3.8,32.1138,41.56083119,65.9186,14,0,0,0,0,0,1,0,0
659,3.8,42.2446,41.56083119,58.5288,12.5,0,0,0,0,0,1,0,0
660,3.8,30.5073,0.52542,68.4304,13,0,0,0,0,0,1,0,0
661,3.8,28.4256,41.56083119,65.5966,13,0,0,0,0,0,1,0,0
662,3.8,54.0784,15.1863,49.7386,13.5890593,0,0,0,0,0,1,0,0
663,3.7,30.072,3.30438,65.6403,12.5,0,0,0,0,0,1,0,0
664,3.7,28.1737,2.25264,63.9703,13,0,0,0,0,0,1,0,0
665,3.7,41.7726,3.08863,55.7625,13.5890593,0,0,0,0,0,1,0,0
666,3.7,28.5283,41.56083119,66.5628,13.5890593,0,0,0,0,0,1,0,0
667,3.7,52.9701,11.8091,48.4549,14.5,1,1,0,0,0,1,0,0
668,3.7,29.4421,3.5936,66.5452,13,0,0,0,0,0,1,0,0
669,3.7,56.3195,20.825,46.0007,14,0,0,0,0,0,1,0,0
670,3.7,55.125,9.07187,42.8312,14.1,0,0,0,0,0,1,0,0
671,3.7,45.6377,5.16455,62.3067,13.5,0,0,0,0,0,1,0,0
672,3.7,39.0208,41.56083119,58.57,13.5890593,0,0,0,0,0,1,0,0
673,3.7,31.8019,41.56083119,66.1887,13,0,0,0,0,0,1,0,0
674,3.7,30.7578,41.56083119,68.5563,13,0,0,0,0,0,1,0,0
675,3.6,31.1224,1.19242,67.2495,12.5,0,0,0,0,0,1,0,0
676,3.6,29.8412,35.3335,64.9836,13.5890593,0,0,0,0,0,1,0,0
677,3.6,54.9702,9.95461,48.8641,13,0,0,0,0,0,1,0,0
678,3.6,29.3248,41.56083119,63.9973,13.5890593,0,0,0,0,0,1,0,0
679,3.6,53.8599,11.2365,50.0138,13.5,0,0,0,0,0,1,0,0
680,3.6,29.3248,41.56083119,63.9973,13,0,0,0,0,0,1,0,0
681,3.6,55.661,4.55932,49.2203,13.5890593,0,0,0,0,0,1,0,0
682,3.5,30.1532,12.9525,61.9657,13.5890593,0,0,0,0,0,1,0,0
